f[GHz],theta[deg],phi[deg],RCS[dB]
33,90,64,-20.143
33,-90,66,-19.851
33,-88,66,-21.55
33,-86,66,-19.212
33,-84,66,-24.478
33,-82,66,-22.674
33,-80,66,-13.352
33,-78,66,-16.712
33,-76,66,-18.117
33,-74,66,-22.268
33,-72,66,-14.538
33,-70,66,-16.738
33,-68,66,-18.433
33,-66,66,-17.937
33,-64,66,-23.074
33,-62,66,-21.821
33,-60,66,-21.298
33,-58,66,-25.018
33,-56,66,-33.546
33,-54,66,-21.773
33,-52,66,-18.726
33,-50,66,-28.211
33,-48,66,-24.591
33,-46,66,-17.533
33,-44,66,-28.19
33,-42,66,-25.623
33,-40,66,-19.91
33,-38,66,-30.555
33,-36,66,-22.636
33,-34,66,-29.114
33,-32,66,-25.326
33,-30,66,-31.395
33,-28,66,-25.026
33,-26,66,-26.782
33,-24,66,-32.243
33,-22,66,-32.125
33,-20,66,-24.893
33,-18,66,-21.353
33,-16,66,-22.994
33,-14,66,-15.639
33,-12,66,-24.44
33,-10,66,-19.607
33,-8,66,-23.488
33,-6,66,-16.889
33,-4,66,-7.3076
33,-2,66,-2.9806
33,0,66,2.0024
33,2,66,1.4484
33,4,66,-13.621
33,6,66,-19.634
33,8,66,-16.726
33,10,66,-16.733
33,12,66,-22.718
33,14,66,-16.686
33,16,66,-28.5
33,18,66,-15.837
33,20,66,-23.51
33,22,66,-23.58
33,24,66,-15.35
33,26,66,-24.521
33,28,66,-23.202
33,30,66,-23.315
33,32,66,-24.082
33,34,66,-18.891
33,36,66,-34.577
33,38,66,-30.393
33,40,66,-25.899
33,42,66,-17.361
33,44,66,-26.601
33,46,66,-25.23
33,48,66,-17.926
33,50,66,-24.984
33,52,66,-19.431
33,54,66,-26.239
33,56,66,-28.681
33,58,66,-25.749
33,60,66,-40.634
33,62,66,-19.914
33,64,66,-26.182
33,66,66,-32.64
33,68,66,-21.521
33,70,66,-21.592
33,72,66,-22.619
33,74,66,-21.791
33,76,66,-25.323
33,78,66,-18.209
33,80,66,-21.114
33,82,66,-15.951
33,84,66,-25.194
33,86,66,-25.342
33,88,66,-29.468
33,90,66,-18.642
33,-90,68,-22.711
33,-88,68,-20.44
33,-86,68,-18.573
33,-84,68,-19.627
33,-82,68,-15.73
33,-80,68,-15.18
33,-78,68,-18.28
33,-76,68,-19.608
33,-74,68,-21.865
33,-72,68,-13.787
33,-70,68,-16.605
33,-68,68,-20.254
33,-66,68,-16.476
33,-64,68,-25.256
33,-62,68,-23.746
33,-60,68,-23.048
33,-58,68,-20.667
33,-56,68,-29.73
33,-54,68,-30.636
33,-52,68,-25.828
33,-50,68,-23.702
33,-48,68,-25.009
33,-46,68,-25.984
33,-44,68,-25.677
33,-42,68,-30.578
33,-40,68,-24.697
33,-38,68,-22.164
33,-36,68,-22.701
33,-34,68,-24.574
33,-32,68,-22.237
33,-30,68,-26.748
33,-28,68,-20.464
33,-26,68,-20.415
33,-24,68,-32.029
33,-22,68,-27.171
33,-20,68,-28.9
33,-18,68,-16.68
33,-16,68,-17.056
33,-14,68,-15.565
33,-12,68,-28.865
33,-10,68,-21.501
33,-8,68,-22.06
33,-6,68,-16.287
33,-4,68,-6.4636
33,-2,68,-2.8126
33,0,68,2.2644
33,2,68,1.4564
33,4,68,-13.367
33,6,68,-20.045
33,8,68,-14.938
33,10,68,-14.47
33,12,68,-17.957
33,14,68,-20.074
33,16,68,-26.234
33,18,68,-15.715
33,20,68,-20.961
33,22,68,-25.053
33,24,68,-17.568
33,26,68,-27.065
33,28,68,-16.22
33,30,68,-27.534
33,32,68,-25.163
33,34,68,-16.924
33,36,68,-25.725
33,38,68,-29.129
33,40,68,-30.995
33,42,68,-23.843
33,44,68,-37.389
33,46,68,-44.495
33,48,68,-23.439
33,50,68,-29.086
33,52,68,-21.012
33,54,68,-25.557
33,56,68,-33.281
33,58,68,-31.192
33,60,68,-20.899
33,62,68,-20.588
33,64,68,-24.14
33,66,68,-18.109
33,68,68,-18.909
33,70,68,-25.117
33,72,68,-28.501
33,74,68,-23.539
33,76,68,-22.067
33,78,68,-22.825
33,80,68,-25.844
33,82,68,-22.392
33,84,68,-26.74
33,86,68,-25.285
33,88,68,-18.711
33,90,68,-17.59
33,-90,70,-27.887
33,-88,70,-25.173
33,-86,70,-29.975
33,-84,70,-21.003
33,-82,70,-19.893
33,-80,70,-16.239
33,-78,70,-28.493
33,-76,70,-21.019
33,-74,70,-20.375
33,-72,70,-22.56
33,-70,70,-15.984
33,-68,70,-15.886
33,-66,70,-27.114
33,-64,70,-33.233
33,-62,70,-21.461
33,-60,70,-27.355
33,-58,70,-25.738
33,-56,70,-28.585
33,-54,70,-18.6
33,-52,70,-37.34
33,-50,70,-28.716
33,-48,70,-25.575
33,-46,70,-24.174
33,-44,70,-22.612
33,-42,70,-22.742
33,-40,70,-23.354
33,-38,70,-37.415
33,-36,70,-32.432
33,-34,70,-20.16
33,-32,70,-26.334
33,-30,70,-24.695
33,-28,70,-20.351
33,-26,70,-20.073
33,-24,70,-65.375
33,-22,70,-22.262
33,-20,70,-22.755
33,-18,70,-14.602
33,-16,70,-18.073
33,-14,70,-17.212
33,-12,70,-24.586
33,-10,70,-18.762
33,-8,70,-20.959
33,-6,70,-15.929
33,-4,70,-6.2176
33,-2,70,-2.4186
33,0,70,2.2474
33,2,70,1.0504
33,4,70,-13.674
33,6,70,-19.52
33,8,70,-13.337
33,10,70,-11.779
33,12,70,-14.227
33,14,70,-16.95
33,16,70,-27.482
33,18,70,-19.207
33,20,70,-17.46
33,22,70,-17.825
33,24,70,-18.021
33,26,70,-26.312
33,28,70,-17.536
33,30,70,-16.263
33,32,70,-20.094
33,34,70,-20.439
33,36,70,-25.548
33,38,70,-50.586
33,40,70,-25.451
33,42,70,-35.606
33,44,70,-21.357
33,46,70,-22.008
33,48,70,-27.156
33,50,70,-29.143
33,52,70,-20.253
33,54,70,-21.923
33,56,70,-27.337
33,58,70,-18.146
33,60,70,-24.604
33,62,70,-19.565
33,64,70,-27.894
33,66,70,-29.899
33,68,70,-26.382
33,70,70,-20.528
33,72,70,-23.636
33,74,70,-21.939
33,76,70,-25.831
33,78,70,-21.455
33,80,70,-33.46
33,82,70,-30.49
33,84,70,-25.2
33,86,70,-23.396
33,88,70,-32.304
33,90,70,-18.223
33,-90,72,-24.317
33,-88,72,-21.088
33,-86,72,-20.233
33,-84,72,-27.916
33,-82,72,-20.439
33,-80,72,-18.278
33,-78,72,-24.536
33,-76,72,-20.335
33,-74,72,-17.692
33,-72,72,-36.925
33,-70,72,-20.178
33,-68,72,-19.095
33,-66,72,-19.339
33,-64,72,-27.8
33,-62,72,-20.98
33,-60,72,-26.531
33,-58,72,-23.884
33,-56,72,-31.375
33,-54,72,-22.925
33,-52,72,-20.925
33,-50,72,-26.561
33,-48,72,-23.996
33,-46,72,-20.716
33,-44,72,-17.415
33,-42,72,-20.078
33,-40,72,-23.458
33,-38,72,-26.016
33,-36,72,-26.389
33,-34,72,-24.9
33,-32,72,-23.633
33,-30,72,-37.076
33,-28,72,-21.841
33,-26,72,-23.153
33,-24,72,-29.381
33,-22,72,-15.61
33,-20,72,-20.281
33,-18,72,-14.849
33,-16,72,-17.172
33,-14,72,-17.697
33,-12,72,-19.652
33,-10,72,-17.141
33,-8,72,-20.87
33,-6,72,-15.704
33,-4,72,-5.6116
33,-2,72,-2.2736
33,0,72,2.3274
33,2,72,1.0104
33,4,72,-12.086
33,6,72,-18.255
33,8,72,-13.709
33,10,72,-10.126
33,12,72,-10.101
33,14,72,-11.758
33,16,72,-27.358
33,18,72,-19.882
33,20,72,-16.978
33,22,72,-15.062
33,24,72,-19.915
33,26,72,-17.973
33,28,72,-21.776
33,30,72,-16.183
33,32,72,-22.569
33,34,72,-22.02
33,36,72,-29.838
33,38,72,-25.681
33,40,72,-21.676
33,42,72,-32.353
33,44,72,-19.267
33,46,72,-21.013
33,48,72,-25.914
33,50,72,-30.237
33,52,72,-23.587
33,54,72,-28.883
33,56,72,-23.178
33,58,72,-20.912
33,60,72,-21.51
33,62,72,-19.041
33,64,72,-29.431
33,66,72,-24.406
33,68,72,-24.486
33,70,72,-26.427
33,72,72,-20.414
33,74,72,-20.199
33,76,72,-28.326
33,78,72,-15.25
33,80,72,-20.157
33,82,72,-20.988
33,84,72,-28.833
33,86,72,-16.845
33,88,72,-23.052
33,90,72,-24.56
33,-90,74,-21.523
33,-88,74,-21.558
33,-86,74,-16.158
33,-84,74,-16.595
33,-82,74,-16.946
33,-80,74,-17.019
33,-78,74,-17.306
33,-76,74,-17.461
33,-74,74,-26.325
33,-72,74,-18.186
33,-70,74,-18.876
33,-68,74,-19.02
33,-66,74,-19.819
33,-64,74,-27.05
33,-62,74,-58.299
33,-60,74,-20.741
33,-58,74,-26.876
33,-56,74,-35.176
33,-54,74,-18.992
33,-52,74,-24.703
33,-50,74,-27.043
33,-48,74,-26.285
33,-46,74,-22.928
33,-44,74,-21.47
33,-42,74,-23.349
33,-40,74,-19.357
33,-38,74,-23.811
33,-36,74,-20.704
33,-34,74,-34.843
33,-32,74,-20.888
33,-30,74,-25.324
33,-28,74,-18.182
33,-26,74,-24.436
33,-24,74,-26.173
33,-22,74,-19.268
33,-20,74,-24.398
33,-18,74,-15.217
33,-16,74,-16.885
33,-14,74,-22.688
33,-12,74,-15.107
33,-10,74,-15.701
33,-8,74,-20.267
33,-6,74,-14.828
33,-4,74,-5.5346
33,-2,74,-2.0136
33,0,74,2.3874
33,2,74,1.0084
33,4,74,-10.557
33,6,74,-17.791
33,8,74,-13.331
33,10,74,-8.6766
33,12,74,-7.4926
33,14,74,-9.8466
33,16,74,-19.251
33,18,74,-20.635
33,20,74,-19.565
33,22,74,-14.926
33,24,74,-28.049
33,26,74,-23.267
33,28,74,-23.102
33,30,74,-18.323
33,32,74,-15.019
33,34,74,-18.797
33,36,74,-23.757
33,38,74,-27.322
33,40,74,-21.413
33,42,74,-18.103
33,44,74,-21.368
33,46,74,-21.08
33,48,74,-20.325
33,50,74,-27.69
33,52,74,-29.751
33,54,74,-23.789
33,56,74,-19.282
33,58,74,-27.888
33,60,74,-29.391
33,62,74,-22.41
33,64,74,-19.806
33,66,74,-32.573
33,68,74,-21.692
33,70,74,-20.179
33,72,74,-16.4
33,74,74,-15.881
33,76,74,-25.139
33,78,74,-21.883
33,80,74,-27.237
33,82,74,-18.56
33,84,74,-23.669
33,86,74,-17.144
33,88,74,-24.078
33,90,74,-26.007
33,-90,76,-23.68
33,-88,76,-22.537
33,-86,76,-23.962
33,-84,76,-27.815
33,-82,76,-21.729
33,-80,76,-13.187
33,-78,76,-14.978
33,-76,76,-17.886
33,-74,76,-18.703
33,-72,76,-14.698
33,-70,76,-17.946
33,-68,76,-20.281
33,-66,76,-22.831
33,-64,76,-24.931
33,-62,76,-26.953
33,-60,76,-15.103
33,-58,76,-22.644
33,-56,76,-47.462
33,-54,76,-18.946
33,-52,76,-29.389
33,-50,76,-22.659
33,-48,76,-32.283
33,-46,76,-24.787
33,-44,76,-30.9
33,-42,76,-33.071
33,-40,76,-19.197
33,-38,76,-25.148
33,-36,76,-25.137
33,-34,76,-27.477
33,-32,76,-26.462
33,-30,76,-26.245
33,-28,76,-22.274
33,-26,76,-22.023
33,-24,76,-29.163
33,-22,76,-22.8
33,-20,76,-25.263
33,-18,76,-16.041
33,-16,76,-15.858
33,-14,76,-31.589
33,-12,76,-15.21
33,-10,76,-14.13
33,-8,76,-18.058
33,-6,76,-14.172
33,-4,76,-4.9446
33,-2,76,-1.8996
33,0,76,2.5374
33,2,76,0.91238
33,4,76,-10.212
33,6,76,-15.658
33,8,76,-12.665
33,10,76,-8.2116
33,12,76,-6.4616
33,14,76,-8.9586
33,16,76,-15.286
33,18,76,-24.465
33,20,76,-21.431
33,22,76,-20.883
33,24,76,-26.527
33,26,76,-26.492
33,28,76,-23.943
33,30,76,-17.709
33,32,76,-11.953
33,34,76,-15.669
33,36,76,-27.532
33,38,76,-20.307
33,40,76,-33.466
33,42,76,-15.238
33,44,76,-32.018
33,46,76,-19.311
33,48,76,-19.762
33,50,76,-20.663
33,52,76,-31.641
33,54,76,-24.447
33,56,76,-21.767
33,58,76,-20.587
33,60,76,-23.365
33,62,76,-24.819
33,64,76,-28.414
33,66,76,-22.823
33,68,76,-26.019
33,70,76,-25.135
33,72,76,-30.366
33,74,76,-26.811
33,76,76,-18.659
33,78,76,-19.89
33,80,76,-21.437
33,82,76,-25.868
33,84,76,-21.968
33,86,76,-17.354
33,88,76,-16.55
33,90,76,-17.404
33,-90,78,-15.574
33,-88,78,-14.267
33,-86,78,-20.856
33,-84,78,-19.492
33,-82,78,-20.568
33,-80,78,-16.23
33,-78,78,-20.551
33,-76,78,-21.953
33,-74,78,-15.968
33,-72,78,-13.157
33,-70,78,-23.589
33,-68,78,-25.703
33,-66,78,-27.438
33,-64,78,-34.228
33,-62,78,-23.046
33,-60,78,-20.169
33,-58,78,-24.955
33,-56,78,-21.165
33,-54,78,-23.207
33,-52,78,-28.63
33,-50,78,-32.675
33,-48,78,-34.401
33,-46,78,-26.512
33,-44,78,-21.552
33,-42,78,-34.734
33,-40,78,-24.987
33,-38,78,-25.113
33,-36,78,-28.139
33,-34,78,-31.178
33,-32,78,-30.73
33,-30,78,-21.266
33,-28,78,-26.482
33,-26,78,-23.294
33,-24,78,-27.745
33,-22,78,-23.304
33,-20,78,-22.402
33,-18,78,-15.266
33,-16,78,-15.661
33,-14,78,-26.485
33,-12,78,-14.373
33,-10,78,-12.527
33,-8,78,-17.431
33,-6,78,-14.339
33,-4,78,-5.1226
33,-2,78,-1.3926
33,0,78,2.4914
33,2,78,0.99638
33,4,78,-9.6196
33,6,78,-15.588
33,8,78,-12.578
33,10,78,-7.6236
33,12,78,-6.2236
33,14,78,-8.6896
33,16,78,-12.278
33,18,78,-32.776
33,20,78,-25.254
33,22,78,-23.56
33,24,78,-20.919
33,26,78,-20.653
33,28,78,-26.682
33,30,78,-19.789
33,32,78,-15.531
33,34,78,-23.29
33,36,78,-30.364
33,38,78,-26.595
33,40,78,-28.192
33,42,78,-21.169
33,44,78,-28.817
33,46,78,-33.741
33,48,78,-21.272
33,50,78,-28.788
33,52,78,-23.032
33,54,78,-40.174
33,56,78,-23.756
33,58,78,-18.494
33,60,78,-25.686
33,62,78,-26.444
33,64,78,-34.565
33,66,78,-25.996
33,68,78,-31.532
33,70,78,-20.788
33,72,78,-22.034
33,74,78,-25.229
33,76,78,-21.845
33,78,78,-23.153
33,80,78,-41.357
33,82,78,-28.256
33,84,78,-22.894
33,86,78,-17.168
33,88,78,-18.364
33,90,78,-24.871
33,-90,80,-22.653
33,-88,80,-28.485
33,-86,80,-17.079
33,-84,80,-20.631
33,-82,80,-17.414
33,-80,80,-13.832
33,-78,80,-17.659
33,-76,80,-26.262
33,-74,80,-16.975
33,-72,80,-27.302
33,-70,80,-22.46
33,-68,80,-21.77
33,-66,80,-24.967
33,-64,80,-27.676
33,-62,80,-24.995
33,-60,80,-30.532
33,-58,80,-26.574
33,-56,80,-21.182
33,-54,80,-18.906
33,-52,80,-26.771
33,-50,80,-33.634
33,-48,80,-31.269
33,-46,80,-39
33,-44,80,-20.175
33,-42,80,-33.175
33,-40,80,-26.629
33,-38,80,-21.416
33,-36,80,-30.957
33,-34,80,-20.871
33,-32,80,-31.51
33,-30,80,-25.043
33,-28,80,-38.213
33,-26,80,-39.426
33,-24,80,-22.936
33,-22,80,-27.417
33,-20,80,-18.576
33,-18,80,-17.136
33,-16,80,-15.635
33,-14,80,-22.296
33,-12,80,-14.874
33,-10,80,-12.724
33,-8,80,-15.965
33,-6,80,-13.852
33,-4,80,-5.0436
33,-2,80,-1.4706
33,0,80,2.4924
33,2,80,0.71038
33,4,80,-9.8316
33,6,80,-14.261
33,8,80,-13.052
33,10,80,-8.6196
33,12,80,-6.2296
33,14,80,-8.0366
33,16,80,-10.323
33,18,80,-21.361
33,20,80,-22.688
33,22,80,-23.867
33,24,80,-16.283
33,26,80,-15.261
33,28,80,-16.91
33,30,80,-27.193
33,32,80,-20.014
33,34,80,-26.535
33,36,80,-20.692
33,38,80,-37.121
33,40,80,-18.134
33,42,80,-24.006
33,44,80,-27.349
33,46,80,-20.318
33,48,80,-21.587
33,50,80,-24.843
33,52,80,-32.529
33,54,80,-37.235
33,56,80,-32.086
33,58,80,-21.426
33,60,80,-38.79
33,62,80,-23.281
33,64,80,-33.897
33,66,80,-20.947
33,68,80,-29.269
33,70,80,-20.526
33,72,80,-15.29
33,74,80,-11.009
33,76,80,-15.26
33,78,80,-19.428
33,80,80,-15.661
33,82,80,-18.047
33,84,80,-17.409
33,86,80,-15.519
33,88,80,-21.037
33,90,80,-26.702
33,-90,82,-18.981
33,-88,82,-22.712
33,-86,82,-15.601
33,-84,82,-15.862
33,-82,82,-11.148
33,-80,82,-15.571
33,-78,82,-17.394
33,-76,82,-22.557
33,-74,82,-20.962
33,-72,82,-18.598
33,-70,82,-19.697
33,-68,82,-23.459
33,-66,82,-21.047
33,-64,82,-23.868
33,-62,82,-19.992
33,-60,82,-18.244
33,-58,82,-26.678
33,-56,82,-19.767
33,-54,82,-18.056
33,-52,82,-25.723
33,-50,82,-20.996
33,-48,82,-27.25
33,-46,82,-30.809
33,-44,82,-18.894
33,-42,82,-27.176
33,-40,82,-23.945
33,-38,82,-18.67
33,-36,82,-29.977
33,-34,82,-21.867
33,-32,82,-23.966
33,-30,82,-25.28
33,-28,82,-34.149
33,-26,82,-28.942
33,-24,82,-22.758
33,-22,82,-29.489
33,-20,82,-17.614
33,-18,82,-16.551
33,-16,82,-15.173
33,-14,82,-19.971
33,-12,82,-14.469
33,-10,82,-12.974
33,-8,82,-15.114
33,-6,82,-13.054
33,-4,82,-4.7266
33,-2,82,-0.84762
33,0,82,2.7144
33,2,82,0.97438
33,4,82,-9.1606
33,6,82,-13.647
33,8,82,-13.118
33,10,82,-9.2536
33,12,82,-6.6306
33,14,82,-7.5676
33,16,82,-9.4016
33,18,82,-18.055
33,20,82,-20.141
33,22,82,-29.146
33,24,82,-13.818
33,26,82,-12.268
33,28,82,-14.801
33,30,82,-20.592
33,32,82,-29.78
33,34,82,-17.377
33,36,82,-16.126
33,38,82,-19.122
33,40,82,-17.693
33,42,82,-24.723
33,44,82,-25.918
33,46,82,-28.137
33,48,82,-31.84
33,50,82,-22.528
33,52,82,-29.138
33,54,82,-29.047
33,56,82,-21.761
33,58,82,-29.39
33,60,82,-23.049
33,62,82,-26.103
33,64,82,-22.202
33,66,82,-18.987
33,68,82,-20.974
33,70,82,-23.699
33,72,82,-13.01
33,74,82,-10.86
33,76,82,-19.818
33,78,82,-12.656
33,80,82,-18.889
33,82,82,-23.06
33,84,82,-30.026
33,86,82,-15.743
33,88,82,-18.316
33,90,82,-17.653
33,-90,84,-19.692
33,-88,84,-16.028
33,-86,84,-15.299
33,-84,84,-11.135
33,-82,84,-12.445
33,-80,84,-14.238
33,-78,84,-22.625
33,-76,84,-20.7
33,-74,84,-26.504
33,-72,84,-25.819
33,-70,84,-20.783
33,-68,84,-19.197
33,-66,84,-28.227
33,-64,84,-32.127
33,-62,84,-24.816
33,-60,84,-23.661
33,-58,84,-29.6
33,-56,84,-18.396
33,-54,84,-17.484
33,-52,84,-29.331
33,-50,84,-29.992
33,-48,84,-35.376
33,-46,84,-27.912
33,-44,84,-20.185
33,-42,84,-25.906
33,-40,84,-21.451
33,-38,84,-18.773
33,-36,84,-20.735
33,-34,84,-26.639
33,-32,84,-22.83
33,-30,84,-26.576
33,-28,84,-41.329
33,-26,84,-30.046
33,-24,84,-19.535
33,-22,84,-18.915
33,-20,84,-16.537
33,-18,84,-14.854
33,-16,84,-13.753
33,-14,84,-21.583
33,-12,84,-15.26
33,-10,84,-13.99
33,-8,84,-16.388
33,-6,84,-12.911
33,-4,84,-4.8006
33,-2,84,-0.67962
33,0,84,2.9104
33,2,84,0.82238
33,4,84,-8.7066
33,6,84,-13.89
33,8,84,-13.518
33,10,84,-9.5126
33,12,84,-7.5286
33,14,84,-7.2566
33,16,84,-9.5856
33,18,84,-16.279
33,20,84,-18.761
33,22,84,-24.6
33,24,84,-14.27
33,26,84,-15.092
33,28,84,-13.118
33,30,84,-19.185
33,32,84,-23.06
33,34,84,-12.9
33,36,84,-14.543
33,38,84,-20.085
33,40,84,-21.547
33,42,84,-16.541
33,44,84,-18.733
33,46,84,-33.396
33,48,84,-28.673
33,50,84,-19.827
33,52,84,-27.233
33,54,84,-28.966
33,56,84,-23.617
33,58,84,-17.94
33,60,84,-15.565
33,62,84,-24.275
33,64,84,-26.533
33,66,84,-19.77
33,68,84,-17.342
33,70,84,-17.305
33,72,84,-17.601
33,74,84,-12.753
33,76,84,-15.399
33,78,84,-15.328
33,80,84,-19.333
33,82,84,-22.263
33,84,84,-17.696
33,86,84,-17.904
33,88,84,-17.637
33,90,84,-21.458
33,-90,86,-22.547
33,-88,86,-21.312
33,-86,86,-22.834
33,-84,86,-12.495
33,-82,86,-14.142
33,-80,86,-24.374
33,-78,86,-18.135
33,-76,86,-17.795
33,-74,86,-25.257
33,-72,86,-14.705
33,-70,86,-21.269
33,-68,86,-19.581
33,-66,86,-19.316
33,-64,86,-30.372
33,-62,86,-19.003
33,-60,86,-19.686
33,-58,86,-19.126
33,-56,86,-21.108
33,-54,86,-19.739
33,-52,86,-23.181
33,-50,86,-31.338
33,-48,86,-24.8
33,-46,86,-28.887
33,-44,86,-20.059
33,-42,86,-27.229
33,-40,86,-17.718
33,-38,86,-38.192
33,-36,86,-20.157
33,-34,86,-17.37
33,-32,86,-22.807
33,-30,86,-27.361
33,-28,86,-25.383
33,-26,86,-29.673
33,-24,86,-17.752
33,-22,86,-17.566
33,-20,86,-13.735
33,-18,86,-14.803
33,-16,86,-12.59
33,-14,86,-21.6
33,-12,86,-17.442
33,-10,86,-14.492
33,-8,86,-14.49
33,-6,86,-11.56
33,-4,86,-4.8126
33,-2,86,-0.46362
33,0,86,3.1834
33,2,86,0.71738
33,4,86,-9.5376
33,6,86,-13.741
33,8,86,-13.036
33,10,86,-10.024
33,12,86,-8.1016
33,14,86,-6.9906
33,16,86,-10.338
33,18,86,-15.582
33,20,86,-16.376
33,22,86,-26.313
33,24,86,-14.524
33,26,86,-15.443
33,28,86,-14.323
33,30,86,-22.365
33,32,86,-18.294
33,34,86,-11.789
33,36,86,-11.713
33,38,86,-19.448
33,40,86,-40.817
33,42,86,-13.214
33,44,86,-14.538
33,46,86,-22.076
33,48,86,-30.077
33,50,86,-20.121
33,52,86,-32.728
33,54,86,-26.669
33,56,86,-34.093
33,58,86,-19.718
33,60,86,-17.461
33,62,86,-29.438
33,64,86,-16.83
33,66,86,-16.877
33,68,86,-16.752
33,70,86,-13.895
33,72,86,-12.824
33,74,86,-12.754
33,76,86,-23.529
33,78,86,-16.537
33,80,86,-20.765
33,82,86,-28.483
33,84,86,-17.073
33,86,86,-14.948
33,88,86,-18.626
33,90,86,-20.218
33,-90,88,-10.387
33,-88,88,-10.878
33,-86,88,-11.763
33,-84,88,-4.6106
33,-82,88,-4.5856
33,-80,88,-18.69
33,-78,88,-11.709
33,-76,88,-11.088
33,-74,88,-15.891
33,-72,88,-17.827
33,-70,88,-15.315
33,-68,88,-17.202
33,-66,88,-25.983
33,-64,88,-19.965
33,-62,88,-15.668
33,-60,88,-25.191
33,-58,88,-25.38
33,-56,88,-17.506
33,-54,88,-23.838
33,-52,88,-15.328
33,-50,88,-20.347
33,-48,88,-20.894
33,-46,88,-23.518
33,-44,88,-17.726
33,-42,88,-20.302
33,-40,88,-14.05
33,-38,88,-24.905
33,-36,88,-22.057
33,-34,88,-15.78
33,-32,88,-19.489
33,-30,88,-20.979
33,-28,88,-22.077
33,-26,88,-25.74
33,-24,88,-16.347
33,-22,88,-16.302
33,-20,88,-12.824
33,-18,88,-14.906
33,-16,88,-11.504
33,-14,88,-23.73
33,-12,88,-17.617
33,-10,88,-15.234
33,-8,88,-15.791
33,-6,88,-10.937
33,-4,88,-4.6466
33,-2,88,-0.24962
33,0,88,3.2444
33,2,88,0.70838
33,4,88,-8.9726
33,6,88,-14.146
33,8,88,-13.372
33,10,88,-10.719
33,12,88,-8.1606
33,14,88,-7.6886
33,16,88,-10.464
33,18,88,-15.172
33,20,88,-15.489
33,22,88,-28.652
33,24,88,-14.743
33,26,88,-18.418
33,28,88,-15.692
33,30,88,-24.746
33,32,88,-20.009
33,34,88,-12.232
33,36,88,-12.472
33,38,88,-17.896
33,40,88,-28.794
33,42,88,-11.484
33,44,88,-12.718
33,46,88,-20.456
33,48,88,-22.727
33,50,88,-27.28
33,52,88,-19.545
33,54,88,-17.08
33,56,88,-24.766
33,58,88,-31.634
33,60,88,-19.252
33,62,88,-33.203
33,64,88,-15.527
33,66,88,-18.773
33,68,88,-22.044
33,70,88,-11.827
33,72,88,-15.935
33,74,88,-11.884
33,76,88,-25.27
33,78,88,-18.389
33,80,88,-26.963
33,82,88,-19.273
33,84,88,-12.894
33,86,88,-11.956
33,88,88,-26.768
33,90,88,-17.274
33,-90,90,-9.3986
33,-88,90,-8.1796
33,-86,90,-7.8386
33,-84,90,-1.3056
33,-82,90,-2.2456
33,-80,90,-18.279
33,-78,90,-12.471
33,-76,90,-8.8736
33,-74,90,-14.917
33,-72,90,-11.112
33,-70,90,-12.415
33,-68,90,-13.096
33,-66,90,-25.762
33,-64,90,-18.877
33,-62,90,-16.904
33,-60,90,-29.989
33,-58,90,-19.799
33,-56,90,-16.598
33,-54,90,-18.48
33,-52,90,-15.385
33,-50,90,-18.323
33,-48,90,-15.147
33,-46,90,-17.944
33,-44,90,-16.006
33,-42,90,-18.181
33,-40,90,-10.53
33,-38,90,-18.707
33,-36,90,-18.433
33,-34,90,-13.663
33,-32,90,-14.637
33,-30,90,-18.441
33,-28,90,-27.068
33,-26,90,-26.288
33,-24,90,-13.942
33,-22,90,-13.886
33,-20,90,-11.865
33,-18,90,-14.055
33,-16,90,-9.8576
33,-14,90,-22.153
33,-12,90,-17.32
33,-10,90,-16.239
33,-8,90,-15.473
33,-6,90,-10.347
33,-4,90,-4.4016
33,-2,90,-0.46962
33,0,90,3.3934
33,2,90,0.36438
33,4,90,-8.7476
33,6,90,-15.156
33,8,90,-14.894
33,10,90,-11.363
33,12,90,-10.521
33,14,90,-8.6966
33,16,90,-11.294
33,18,90,-16.856
33,20,90,-14.424
33,22,90,-23.141
33,24,90,-16.98
33,26,90,-21.989
33,28,90,-16.417
33,30,90,-21.796
33,32,90,-21.26
33,34,90,-14.991
33,36,90,-13.511
33,38,90,-20.27
33,40,90,-32.628
33,42,90,-11.527
33,44,90,-12.719
33,46,90,-21.257
33,48,90,-21.306
33,50,90,-24.119
33,52,90,-17.091
33,54,90,-13.789
33,56,90,-22.305
33,58,90,-37.843
33,60,90,-21.933
33,62,90,-31.426
33,64,90,-14.182
33,66,90,-19.961
33,68,90,-24.671
33,70,90,-18.619
33,72,90,-18.623
33,74,90,-10.542
33,76,90,-14.523
33,78,90,-17.524
33,80,90,-23.011
33,82,90,-17.854
33,84,90,-14.082
33,86,90,-14.843
33,88,90,-17.455
33,90,90,-13.8
33,-90,92,-16.567
33,-88,92,-10.914
33,-86,92,-12
33,-84,92,-4.5406
33,-82,92,-4.7906
33,-80,92,-21.835
33,-78,92,-15.028
33,-76,92,-13.543
33,-74,92,-17.275
33,-72,92,-14.282
33,-70,92,-10.978
33,-68,92,-14.174
33,-66,92,-20.285
33,-64,92,-16.431
33,-62,92,-13.206
33,-60,92,-26.514
33,-58,92,-20.659
33,-56,92,-14.732
33,-54,92,-16.677
33,-52,92,-14.747
33,-50,92,-19.284
33,-48,92,-12.914
33,-46,92,-16.474
33,-44,92,-15.648
33,-42,92,-18.795
