f[GHz],theta[deg],phi[deg],RCS[dB]
33,28,38,-25.876
33,30,38,-24.249
33,32,38,-43.087
33,34,38,-34.9
33,36,38,-22.126
33,38,38,-23.23
33,40,38,-17.416
33,42,38,-17.869
33,44,38,-23.527
33,46,38,-38.454
33,48,38,-26.145
33,50,38,-22.329
33,52,38,-27.246
33,54,38,-51.233
33,56,38,-25.2
33,58,38,-18.1
33,60,38,-19.972
33,62,38,-28.236
33,64,38,-34.229
33,66,38,-30.095
33,68,38,-27.629
33,70,38,-28.051
33,72,38,-26.542
33,74,38,-31.196
33,76,38,-23.838
33,78,38,-17.444
33,80,38,-34.449
33,82,38,-21.714
33,84,38,-24.185
33,86,38,-21.541
33,88,38,-25.521
33,90,38,-23.76
33,-90,40,-26.441
33,-88,40,-30.602
33,-86,40,-18.064
33,-84,40,-21.156
33,-82,40,-17.454
33,-80,40,-14.668
33,-78,40,-15.214
33,-76,40,-17.054
33,-74,40,-17.907
33,-72,40,-27.082
33,-70,40,-32.493
33,-68,40,-40.007
33,-66,40,-23.892
33,-64,40,-33.145
33,-62,40,-25.341
33,-60,40,-25.153
33,-58,40,-32.671
33,-56,40,-24.948
33,-54,40,-20.395
33,-52,40,-22.967
33,-50,40,-26.538
33,-48,40,-25.211
33,-46,40,-27.791
33,-44,40,-20.903
33,-42,40,-17.493
33,-40,40,-28.511
33,-38,40,-32.409
33,-36,40,-28.368
33,-34,40,-24.632
33,-32,40,-46.434
33,-30,40,-28.316
33,-28,40,-21.999
33,-26,40,-24.861
33,-24,40,-34.822
33,-22,40,-21.768
33,-20,40,-22.94
33,-18,40,-27.469
33,-16,40,-18.716
33,-14,40,-20.581
33,-12,40,-19.1
33,-10,40,-23.529
33,-8,40,-28.588
33,-6,40,-20.66
33,-4,40,-13.858
33,-2,40,-5.1766
33,0,40,0.74438
33,2,40,5.0354
33,4,40,0.27238
33,6,40,-11.152
33,8,40,-17.458
33,10,40,-24.183
33,12,40,-18.808
33,14,40,-47.382
33,16,40,-17.239
33,18,40,-19.13
33,20,40,-25.966
33,22,40,-23.123
33,24,40,-23.531
33,26,40,-28.818
33,28,40,-42.037
33,30,40,-23.626
33,32,40,-28.756
33,34,40,-25.714
33,36,40,-24.37
33,38,40,-40.03
33,40,40,-27.376
33,42,40,-27.44
33,44,40,-24.588
33,46,40,-26.481
33,48,40,-29.257
33,50,40,-26.901
33,52,40,-25.985
33,54,40,-33.512
33,56,40,-27.456
33,58,40,-23.459
33,60,40,-27.431
33,62,40,-20.766
33,64,40,-26.28
33,66,40,-25.821
33,68,40,-26.528
33,70,40,-32.046
33,72,40,-24.673
33,74,40,-20.167
33,76,40,-26.681
33,78,40,-18.629
33,80,40,-30.514
33,82,40,-26.462
33,84,40,-26.609
33,86,40,-17.177
33,88,40,-28.517
33,90,40,-28.11
33,-90,42,-21.631
33,-88,42,-21.068
33,-86,42,-24.354
33,-84,42,-24.358
33,-82,42,-12.832
33,-80,42,-16.796
33,-78,42,-21.467
33,-76,42,-17.929
33,-74,42,-26.689
33,-72,42,-18.165
33,-70,42,-26.215
33,-68,42,-30.15
33,-66,42,-22.629
33,-64,42,-24.604
33,-62,42,-25.717
33,-60,42,-31.884
33,-58,42,-21.093
33,-56,42,-36.668
33,-54,42,-22.978
33,-52,42,-21.028
33,-50,42,-21.883
33,-48,42,-24.272
33,-46,42,-17.22
33,-44,42,-33.768
33,-42,42,-23.699
33,-40,42,-18.99
33,-38,42,-21.334
33,-36,42,-24.176
33,-34,42,-17.918
33,-32,42,-26.845
33,-30,42,-31.416
33,-28,42,-28.453
33,-26,42,-17.968
33,-24,42,-21.623
33,-22,42,-25.094
33,-20,42,-25.922
33,-18,42,-23.533
33,-16,42,-20.893
33,-14,42,-18.669
33,-12,42,-19.872
33,-10,42,-25.48
33,-8,42,-27.633
33,-6,42,-24.095
33,-4,42,-13.415
33,-2,42,-4.4856
33,0,42,0.85338
33,2,42,4.8284
33,4,42,-0.26062
33,6,42,-12.037
33,8,42,-14.316
33,10,42,-32.486
33,12,42,-19.343
33,14,42,-21.739
33,16,42,-22.699
33,18,42,-15.968
33,20,42,-27.106
33,22,42,-22.825
33,24,42,-18.09
33,26,42,-25.104
33,28,42,-22.085
33,30,42,-19.704
33,32,42,-29.558
33,34,42,-42.256
33,36,42,-28.45
33,38,42,-22.104
33,40,42,-18.873
33,42,42,-18.062
33,44,42,-20.679
33,46,42,-22.176
33,48,42,-19.708
33,50,42,-32.014
33,52,42,-51.287
33,54,42,-34.305
33,56,42,-30.158
33,58,42,-31.109
33,60,42,-26.288
33,62,42,-26.65
33,64,42,-19.966
33,66,42,-17.82
33,68,42,-22.628
33,70,42,-30.576
33,72,42,-21.371
33,74,42,-29.474
33,76,42,-31.303
33,78,42,-31.322
33,80,42,-28.376
33,82,42,-22.502
33,84,42,-25.348
33,86,42,-22.118
33,88,42,-24.33
33,90,42,-30.715
33,-90,44,-29.64
33,-88,44,-26.067
33,-86,44,-17.803
33,-84,44,-25.241
33,-82,44,-16.62
33,-80,44,-13.962
33,-78,44,-20.106
33,-76,44,-20.919
33,-74,44,-35.923
33,-72,44,-17.794
33,-70,44,-26.365
33,-68,44,-33.702
33,-66,44,-25.999
33,-64,44,-25.839
33,-62,44,-30.305
33,-60,44,-24.445
33,-58,44,-25.865
33,-56,44,-16.84
33,-54,44,-25.008
33,-52,44,-20.197
33,-50,44,-25.027
33,-48,44,-19.244
33,-46,44,-18.657
33,-44,44,-46.338
33,-42,44,-29.284
33,-40,44,-24.736
33,-38,44,-32.856
33,-36,44,-28.914
33,-34,44,-27.538
33,-32,44,-22.112
33,-30,44,-21.802
33,-28,44,-27.469
33,-26,44,-19.038
33,-24,44,-28.564
33,-22,44,-23.947
33,-20,44,-22.987
33,-18,44,-30.949
33,-16,44,-21.518
33,-14,44,-20.851
33,-12,44,-20.26
33,-10,44,-37.945
33,-8,44,-28.718
33,-6,44,-30.941
33,-4,44,-13.62
33,-2,44,-4.9716
33,0,44,0.87338
33,2,44,4.6454
33,4,44,-0.76662
33,6,44,-12.385
33,8,44,-14.161
33,10,44,-29.629
33,12,44,-20.935
33,14,44,-19.793
33,16,44,-43.02
33,18,44,-16.761
33,20,44,-21.961
33,22,44,-28.794
33,24,44,-19.006
33,26,44,-28.044
33,28,44,-21.729
33,30,44,-18.335
33,32,44,-24.926
33,34,44,-22.083
33,36,44,-46.666
33,38,44,-22.773
33,40,44,-21.208
33,42,44,-18.261
33,44,44,-25.55
33,46,44,-41.411
33,48,44,-22.034
33,50,44,-36.857
33,52,44,-26.406
33,54,44,-24.293
33,56,44,-48.654
33,58,44,-26.555
33,60,44,-21.07
33,62,44,-21.123
33,64,44,-32.783
33,66,44,-27.308
33,68,44,-32.952
33,70,44,-27.636
33,72,44,-26.908
33,74,44,-25.868
33,76,44,-20.205
33,78,44,-19.268
33,80,44,-22.958
33,82,44,-37.087
33,84,44,-32.252
33,86,44,-24.596
33,88,44,-24.877
33,90,44,-27.543
33,-90,46,-20.761
33,-88,46,-33.134
33,-86,46,-21.889
33,-84,46,-18.843
33,-82,46,-12.164
33,-80,46,-13.979
33,-78,46,-14.013
33,-76,46,-20.831
33,-74,46,-18.421
33,-72,46,-30.394
33,-70,46,-20.427
33,-68,46,-24.706
33,-66,46,-22.945
33,-64,46,-26.879
33,-62,46,-25.371
33,-60,46,-22.242
33,-58,46,-23.057
33,-56,46,-21.173
33,-54,46,-18.681
33,-52,46,-17.614
33,-50,46,-22.713
33,-48,46,-35.033
33,-46,46,-19.856
33,-44,46,-33.435
33,-42,46,-33.936
33,-40,46,-25.079
33,-38,46,-22.817
33,-36,46,-27.701
33,-34,46,-25.542
33,-32,46,-21.48
33,-30,46,-22.441
33,-28,46,-31.347
33,-26,46,-28.179
33,-24,46,-29.908
33,-22,46,-20.075
33,-20,46,-23.311
33,-18,46,-35.998
33,-16,46,-25.522
33,-14,46,-17.907
33,-12,46,-24.066
33,-10,46,-23.382
33,-8,46,-23.196
33,-6,46,-33.842
33,-4,46,-12.439
33,-2,46,-4.3616
33,0,46,1.1064
33,2,46,4.3664
33,4,46,-1.2746
33,6,46,-12.282
33,8,46,-15.833
33,10,46,-24.309
33,12,46,-23.737
33,14,46,-19.898
33,16,46,-29.227
33,18,46,-18.858
33,20,46,-15.479
33,22,46,-27.007
33,24,46,-19.983
33,26,46,-21.319
33,28,46,-21.807
33,30,46,-19.519
33,32,46,-24.985
33,34,46,-20.075
33,36,46,-26.215
33,38,46,-23.086
33,40,46,-31.018
33,42,46,-22.08
33,44,46,-21.548
33,46,46,-25.554
33,48,46,-25.986
33,50,46,-32.178
33,52,46,-28.884
33,54,46,-29.328
33,56,46,-28.024
33,58,46,-29.416
33,60,46,-27.421
33,62,46,-29.052
33,64,46,-22.573
33,66,46,-24.636
33,68,46,-28.394
33,70,46,-29.414
33,72,46,-27.809
33,74,46,-25.857
33,76,46,-30.184
33,78,46,-20.451
33,80,46,-27.016
33,82,46,-19.248
33,84,46,-24.68
33,86,46,-17.282
33,88,46,-21.187
33,90,46,-27.643
33,-90,48,-18.782
33,-88,48,-18.084
33,-86,48,-22.968
33,-84,48,-17.608
33,-82,48,-14.073
33,-80,48,-21.107
33,-78,48,-22.321
33,-76,48,-24.907
33,-74,48,-18.139
33,-72,48,-36.932
33,-70,48,-25.661
33,-68,48,-31.322
33,-66,48,-29.244
33,-64,48,-31.253
33,-62,48,-21.043
33,-60,48,-25.144
33,-58,48,-23.993
33,-56,48,-33.656
33,-54,48,-34.726
33,-52,48,-23.309
33,-50,48,-23.735
33,-48,48,-24.245
33,-46,48,-29.47
33,-44,48,-23.388
33,-42,48,-26.831
33,-40,48,-21.801
33,-38,48,-22.245
33,-36,48,-22.003
33,-34,48,-22.218
33,-32,48,-37.402
33,-30,48,-22.779
33,-28,48,-23.998
33,-26,48,-20.045
33,-24,48,-28.693
33,-22,48,-20.545
33,-20,48,-23.292
33,-18,48,-35.536
33,-16,48,-24.837
33,-14,48,-17.447
33,-12,48,-40.375
33,-10,48,-28.261
33,-8,48,-19.262
33,-6,48,-29.165
33,-4,48,-11.35
33,-2,48,-4.5806
33,0,48,1.1024
33,2,48,4.0934
33,4,48,-1.6386
33,6,48,-11.714
33,8,48,-18.78
33,10,48,-20.167
33,12,48,-21.904
33,14,48,-16.94
33,16,48,-23.984
33,18,48,-20.727
33,20,48,-17.58
33,22,48,-22.268
33,24,48,-19.674
33,26,48,-15.352
33,28,48,-19.371
33,30,48,-20.577
33,32,48,-19.112
33,34,48,-18.133
33,36,48,-21.648
33,38,48,-23.211
33,40,48,-32.057
33,42,48,-17.904
33,44,48,-25.621
33,46,48,-24.821
33,48,48,-24.177
33,50,48,-25.52
33,52,48,-21.899
33,54,48,-31.394
33,56,48,-45.436
33,58,48,-19.949
33,60,48,-23.138
33,62,48,-23.223
33,64,48,-23.303
33,66,48,-23.467
33,68,48,-27.599
33,70,48,-34.237
33,72,48,-22.776
33,74,48,-19.439
33,76,48,-26.283
33,78,48,-19.849
33,80,48,-23.275
33,82,48,-39.936
33,84,48,-24.762
33,86,48,-19.168
33,88,48,-23.796
33,90,48,-29.634
33,-90,50,-33.52
33,-88,50,-19.686
33,-86,50,-30.447
33,-84,50,-31.48
33,-82,50,-16.382
33,-80,50,-13.912
33,-78,50,-22.502
33,-76,50,-23.15
33,-74,50,-29.92
33,-72,50,-21.045
33,-70,50,-22.991
33,-68,50,-19.165
33,-66,50,-16.229
33,-64,50,-20.869
33,-62,50,-31.408
33,-60,50,-27.595
33,-58,50,-22.724
33,-56,50,-16.728
33,-54,50,-31.426
33,-52,50,-28.005
33,-50,50,-21.259
33,-48,50,-33.597
33,-46,50,-25.826
33,-44,50,-25.116
33,-42,50,-24.152
33,-40,50,-25.937
33,-38,50,-18.17
33,-36,50,-26.643
33,-34,50,-24.87
33,-32,50,-28.027
33,-30,50,-25.378
33,-28,50,-30.743
33,-26,50,-22.46
33,-24,50,-24.904
33,-22,50,-23.558
33,-20,50,-23.165
33,-18,50,-20.479
33,-16,50,-17.867
33,-14,50,-20.878
33,-12,50,-27.052
33,-10,50,-21.875
33,-8,50,-19.763
33,-6,50,-26.851
33,-4,50,-10.772
33,-2,50,-4.1526
33,0,50,1.3064
33,2,50,3.8654
33,4,50,-2.7076
33,6,50,-11.85
33,8,50,-26.411
33,10,50,-17.404
33,12,50,-19.155
33,14,50,-17.568
33,16,50,-23.534
33,18,50,-17.387
33,20,50,-20.739
33,22,50,-19.988
33,24,50,-17.95
33,26,50,-21.985
33,28,50,-15.085
33,30,50,-27.754
33,32,50,-19.985
33,34,50,-23.628
33,36,50,-33.091
33,38,50,-21.741
33,40,50,-23.594
33,42,50,-16.286
33,44,50,-22.588
33,46,50,-20.994
33,48,50,-16.641
33,50,50,-34.654
33,52,50,-24.014
33,54,50,-21.574
33,56,50,-39.42
33,58,50,-20.712
33,60,50,-26.797
33,62,50,-30.272
33,64,50,-40.444
33,66,50,-20.926
33,68,50,-23.264
33,70,50,-28.916
33,72,50,-24.652
33,74,50,-28.569
33,76,50,-21.315
33,78,50,-23.488
33,80,50,-19.689
33,82,50,-16.848
33,84,50,-29.158
33,86,50,-23.377
33,88,50,-21.991
33,90,50,-27.488
33,-90,52,-18.659
33,-88,52,-17.224
33,-86,52,-18.806
33,-84,52,-18.391
33,-82,52,-18.256
33,-80,52,-15.549
33,-78,52,-18.269
33,-76,52,-27.538
33,-74,52,-42.784
33,-72,52,-14.023
33,-70,52,-21.88
33,-68,52,-19.639
33,-66,52,-27.265
33,-64,52,-26.95
33,-62,52,-25.089
33,-60,52,-32.079
33,-58,52,-29.417
33,-56,52,-27.091
33,-54,52,-36.372
33,-52,52,-20.121
33,-50,52,-26.914
33,-48,52,-22.456
33,-46,52,-21.129
33,-44,52,-35.297
33,-42,52,-25.394
33,-40,52,-23.735
33,-38,52,-26.754
33,-36,52,-23.766
33,-34,52,-35.791
33,-32,52,-33.517
33,-30,52,-28.438
33,-28,52,-37.063
33,-26,52,-36.544
33,-24,52,-20.639
33,-22,52,-26.833
33,-20,52,-23.063
33,-18,52,-17.557
33,-16,52,-15.606
33,-14,52,-28.558
33,-12,52,-18.88
33,-10,52,-22.533
33,-8,52,-18.265
33,-6,52,-21.026
33,-4,52,-10.074
33,-2,52,-3.7316
33,0,52,1.5554
33,2,52,3.4964
33,4,52,-3.7606
33,6,52,-10.883
33,8,52,-30.087
33,10,52,-17.94
33,12,52,-15.91
33,14,52,-19.22
33,16,52,-24.939
33,18,52,-17.925
33,20,52,-21.291
33,22,52,-16.621
33,24,52,-13.741
33,26,52,-24.185
33,28,52,-17.751
33,30,52,-21.483
33,32,52,-33.437
33,34,52,-31.247
33,36,52,-27.276
33,38,52,-24.241
33,40,52,-24.476
33,42,52,-18.854
33,44,52,-31.444
33,46,52,-28.339
33,48,52,-25.351
33,50,52,-28.224
33,52,52,-29.081
33,54,52,-23.739
33,56,52,-24.201
33,58,52,-23.758
33,60,52,-19.956
33,62,52,-16.209
33,64,52,-25.632
33,66,52,-32.5
33,68,52,-28.641
33,70,52,-27.384
33,72,52,-23.798
33,74,52,-24.887
33,76,52,-34.714
33,78,52,-18.388
33,80,52,-28.21
33,82,52,-32.442
33,84,52,-32.005
33,86,52,-25.562
33,88,52,-39.97
33,90,52,-23.858
33,-90,54,-30.67
33,-88,54,-32.929
33,-86,54,-22.903
33,-84,54,-24.096
33,-82,54,-13.556
33,-80,54,-13.415
33,-78,54,-17.661
33,-76,54,-18.269
33,-74,54,-32.691
33,-72,54,-17.519
33,-70,54,-21.915
33,-68,54,-30.937
33,-66,54,-30.3
33,-64,54,-31.187
33,-62,54,-21.332
33,-60,54,-34.705
33,-58,54,-25.8
33,-56,54,-20.524
33,-54,54,-26.332
33,-52,54,-16.74
33,-50,54,-34.927
33,-48,54,-25.2
33,-46,54,-21.246
33,-44,54,-33.444
33,-42,54,-20.774
33,-40,54,-27.813
33,-38,54,-26.553
33,-36,54,-30.35
33,-34,54,-25.768
33,-32,54,-54.493
33,-30,54,-22.324
33,-28,54,-33.759
33,-26,54,-25.565
33,-24,54,-21.17
33,-22,54,-33.358
33,-20,54,-21.767
33,-18,54,-17.392
33,-16,54,-15.943
33,-14,54,-24.487
33,-12,54,-17.241
33,-10,54,-20.086
33,-8,54,-17.211
33,-6,54,-21.149
33,-4,54,-9.9956
33,-2,54,-3.8546
33,0,54,1.5144
33,2,54,3.2664
33,4,54,-4.4386
33,6,54,-11.889
33,8,54,-19.182
33,10,54,-17.435
33,12,54,-16.621
33,14,54,-16.599
33,16,54,-31.319
33,18,54,-19.486
33,20,54,-19.587
33,22,54,-17.257
33,24,54,-13.87
33,26,54,-22.327
33,28,54,-19.153
33,30,54,-39.748
33,32,54,-28.851
33,34,54,-23.712
33,36,54,-28.98
33,38,54,-31.895
33,40,54,-22.061
33,42,54,-22.692
33,44,54,-31.091
33,46,54,-27.465
33,48,54,-25.862
33,50,54,-34.228
33,52,54,-26.124
33,54,54,-25.227
33,56,54,-23.495
33,58,54,-21.527
33,60,54,-18.534
33,62,54,-26.408
33,64,54,-22.279
33,66,54,-20.484
33,68,54,-20.617
33,70,54,-25.555
33,72,54,-30.295
33,74,54,-26.684
33,76,54,-23.607
33,78,54,-21.022
33,80,54,-31.752
33,82,54,-22.942
33,84,54,-27.54
33,86,54,-32.905
33,88,54,-22.385
33,90,54,-35.091
33,-90,56,-18.645
33,-88,56,-22.17
33,-86,56,-19.246
33,-84,56,-23.388
33,-82,56,-12.836
33,-80,56,-18.041
33,-78,56,-20.205
33,-76,56,-22.064
33,-74,56,-21.445
33,-72,56,-25.161
33,-70,56,-26.844
33,-68,56,-28.682
33,-66,56,-17.889
33,-64,56,-19.264
33,-62,56,-20.725
33,-60,56,-29.97
33,-58,56,-32.009
33,-56,56,-22.164
33,-54,56,-17.263
33,-52,56,-18.949
33,-50,56,-31.131
33,-48,56,-27.16
33,-46,56,-27.472
33,-44,56,-29.113
33,-42,56,-21.571
33,-40,56,-30.197
33,-38,56,-22.444
33,-36,56,-20.274
33,-34,56,-23.549
33,-32,56,-33.175
33,-30,56,-27.686
33,-28,56,-28.575
33,-26,56,-19.844
33,-24,56,-23.959
33,-22,56,-26.663
33,-20,56,-28.043
33,-18,56,-15.282
33,-16,56,-17.824
33,-14,56,-21.324
33,-12,56,-22.002
33,-10,56,-17.386
33,-8,56,-18.147
33,-6,56,-18.714
33,-4,56,-9.2026
33,-2,56,-3.9166
33,0,56,1.6674
33,2,56,2.9704
33,4,56,-6.0776
33,6,56,-11.989
33,8,56,-18.288
33,10,56,-17.606
33,12,56,-18.241
33,14,56,-16.022
33,16,56,-26.747
33,18,56,-22.291
33,20,56,-17.1
33,22,56,-19.049
33,24,56,-16.641
33,26,56,-17.422
33,28,56,-19.609
33,30,56,-22.476
33,32,56,-21.842
33,34,56,-28.104
33,36,56,-28.626
33,38,56,-29.185
33,40,56,-22.248
33,42,56,-18.565
33,44,56,-29.871
33,46,56,-31.47
33,48,56,-27.417
33,50,56,-23.034
33,52,56,-21.114
33,54,56,-22.659
33,56,56,-27.445
33,58,56,-24.261
33,60,56,-29.405
33,62,56,-20.867
33,64,56,-24.775
33,66,56,-25.797
33,68,56,-24.528
33,70,56,-29.817
33,72,56,-28.386
33,74,56,-21.197
33,76,56,-27.925
33,78,56,-18.747
33,80,56,-50.725
33,82,56,-26.27
33,84,56,-26.577
33,86,56,-22.341
33,88,56,-20.827
33,90,56,-19.768
33,-90,58,-16.988
33,-88,58,-17.475
33,-86,58,-25.947
33,-84,58,-21.654
33,-82,58,-15.664
33,-80,58,-17.963
33,-78,58,-16.602
33,-76,58,-29.271
33,-74,58,-23.632
33,-72,58,-17.158
33,-70,58,-17.179
33,-68,58,-20.583
33,-66,58,-22.408
33,-64,58,-22.089
33,-62,58,-20.626
33,-60,58,-33.097
33,-58,58,-24.173
33,-56,58,-24.215
33,-54,58,-26.676
33,-52,58,-28.014
33,-50,58,-20.118
33,-48,58,-26.951
33,-46,58,-30.56
33,-44,58,-23.447
33,-42,58,-27.287
33,-40,58,-26.091
33,-38,58,-20.171
33,-36,58,-26.373
33,-34,58,-20.102
33,-32,58,-26.477
33,-30,58,-25.01
33,-28,58,-37.859
33,-26,58,-21.231
33,-24,58,-25.517
33,-22,58,-19.5
33,-20,58,-37.054
33,-18,58,-17.834
33,-16,58,-19.018
33,-14,58,-21.223
33,-12,58,-32.698
33,-10,58,-16.507
33,-8,58,-20.967
33,-6,58,-19.07
33,-4,58,-7.9876
33,-2,58,-3.6906
33,0,58,1.6404
33,2,58,2.6544
33,4,58,-7.8376
33,6,58,-12.615
33,8,58,-17.56
33,10,58,-17.494
33,12,58,-22.419
33,14,58,-15.208
33,16,58,-32.541
33,18,58,-22.186
33,20,58,-15.041
33,22,58,-19.115
33,24,58,-17.987
33,26,58,-18.108
33,28,58,-19.105
33,30,58,-31.051
33,32,58,-17.889
33,34,58,-25.797
33,36,58,-40.075
33,38,58,-27.8
33,40,58,-22.557
33,42,58,-20.664
33,44,58,-36.231
33,46,58,-28.553
33,48,58,-30.327
33,50,58,-25.812
33,52,58,-20.834
33,54,58,-26.139
33,56,58,-31.632
33,58,58,-19.629
33,60,58,-26.271
33,62,58,-21.142
33,64,58,-21.379
33,66,58,-30.707
33,68,58,-22.627
33,70,58,-27.382
33,72,58,-26.533
33,74,58,-23.118
33,76,58,-17.894
33,78,58,-14.694
33,80,58,-30.377
33,82,58,-18.698
33,84,58,-23.822
33,86,58,-22.288
33,88,58,-23.94
33,90,58,-22.698
33,-90,60,-29.399
33,-88,60,-22.545
33,-86,60,-22.126
33,-84,60,-24.813
33,-82,60,-14.961
33,-80,60,-14.265
33,-78,60,-17.309
33,-76,60,-19.382
33,-74,60,-22.78
33,-72,60,-16.692
33,-70,60,-16.819
33,-68,60,-18.099
33,-66,60,-28.183
33,-64,60,-29.834
33,-62,60,-20.737
33,-60,60,-25.81
33,-58,60,-29.696
33,-56,60,-31.35
33,-54,60,-33.961
33,-52,60,-21.51
33,-50,60,-32.093
33,-48,60,-23.161
33,-46,60,-24.089
33,-44,60,-24.261
33,-42,60,-28.151
33,-40,60,-24.327
33,-38,60,-28.974
33,-36,60,-26.253
33,-34,60,-29.927
33,-32,60,-28.002
33,-30,60,-28.511
33,-28,60,-31.217
33,-26,60,-28.87
33,-24,60,-32.936
33,-22,60,-23.003
33,-20,60,-35.702
33,-18,60,-23.37
33,-16,60,-20.768
33,-14,60,-20.783
33,-12,60,-33.863
33,-10,60,-16.778
33,-8,60,-21.046
33,-6,60,-20.347
33,-4,60,-8.1986
33,-2,60,-3.3466
33,0,60,1.8814
33,2,60,2.3644
33,4,60,-9.0626
33,6,60,-13.3
33,8,60,-17.55
33,10,60,-19.789
33,12,60,-29.269
33,14,60,-17.766
33,16,60,-20.903
33,18,60,-30.504
33,20,60,-15.693
33,22,60,-18.42
33,24,60,-19.099
33,26,60,-22.194
33,28,60,-19.555
33,30,60,-29.849
33,32,60,-24.893
33,34,60,-30.223
33,36,60,-32.289
33,38,60,-48.105
33,40,60,-20.332
33,42,60,-19.901
33,44,60,-34.26
33,46,60,-24.001
33,48,60,-21.302
33,50,60,-32.902
33,52,60,-33.424
33,54,60,-30.828
33,56,60,-40.777
33,58,60,-22.305
33,60,60,-29.678
33,62,60,-22.04
33,64,60,-27.301
33,66,60,-20.416
33,68,60,-23.143
33,70,60,-29.038
33,72,60,-38.939
33,74,60,-35.112
33,76,60,-24.071
33,78,60,-22.179
33,80,60,-21.592
33,82,60,-23.262
33,84,60,-27.909
33,86,60,-29.513
33,88,60,-19.391
33,90,60,-22.888
33,-90,62,-27.112
33,-88,62,-18.372
33,-86,62,-33.342
33,-84,62,-23.819
33,-82,62,-18.704
33,-80,62,-21.818
33,-78,62,-23.141
33,-76,62,-26.584
33,-74,62,-17.089
33,-72,62,-18.611
33,-70,62,-28.364
33,-68,62,-26.67
33,-66,62,-30.483
33,-64,62,-39.903
33,-62,62,-26.608
33,-60,62,-32.313
33,-58,62,-29.266
33,-56,62,-37.418
33,-54,62,-20.371
33,-52,62,-20.872
33,-50,62,-27.956
33,-48,62,-18.338
33,-46,62,-18.577
33,-44,62,-21.283
33,-42,62,-28.363
33,-40,62,-29.956
33,-38,62,-26.117
33,-36,62,-18.781
33,-34,62,-28.019
33,-32,62,-20.344
33,-30,62,-28.267
33,-28,62,-22.793
33,-26,62,-22.233
33,-24,62,-21.202
33,-22,62,-24.841
33,-20,62,-35.348
33,-18,62,-26.043
33,-16,62,-22.715
33,-14,62,-21.522
33,-12,62,-21.836
33,-10,62,-15.244
33,-8,62,-21.68
33,-6,62,-18.131
33,-4,62,-7.4036
33,-2,62,-3.3446
33,0,62,1.7434
33,2,62,2.1324
33,4,62,-11.607
33,6,62,-15.967
33,8,62,-16.571
33,10,62,-22.027
33,12,62,-27.174
33,14,62,-16.117
33,16,62,-19.505
33,18,62,-25.758
33,20,62,-19.667
33,22,62,-17.965
33,24,62,-17.107
33,26,62,-21.532
33,28,62,-21.607
33,30,62,-22.274
33,32,62,-26.203
33,34,62,-22.24
33,36,62,-53.975
33,38,62,-25.574
33,40,62,-20.372
33,42,62,-19.145
33,44,62,-23.631
33,46,62,-35.098
33,48,62,-28.001
33,50,62,-23.231
33,52,62,-20.412
33,54,62,-23.858
33,56,62,-26.03
33,58,62,-25.423
33,60,62,-26.582
33,62,62,-34.866
33,64,62,-22.803
33,66,62,-24.653
33,68,62,-28.482
33,70,62,-23.384
33,72,62,-22.583
33,74,62,-26.136
33,76,62,-25.425
33,78,62,-21.435
33,80,62,-20.883
33,82,62,-22.82
33,84,62,-22.934
33,86,62,-22.886
33,88,62,-25.592
33,90,62,-17.117
33,-90,64,-14.477
33,-88,64,-22.76
33,-86,64,-32.369
33,-84,64,-29.183
33,-82,64,-22.791
33,-80,64,-17.977
33,-78,64,-34.231
33,-76,64,-23.988
33,-74,64,-14.863
33,-72,64,-19.335
33,-70,64,-23.337
33,-68,64,-21.066
33,-66,64,-21.344
33,-64,64,-24.379
33,-62,64,-28.557
33,-60,64,-20.309
33,-58,64,-32.395
33,-56,64,-36.419
33,-54,64,-22.031
33,-52,64,-17.378
33,-50,64,-24.874
33,-48,64,-24.021
33,-46,64,-15.232
33,-44,64,-21.037
33,-42,64,-21.907
33,-40,64,-26.882
33,-38,64,-24.811
33,-36,64,-21.674
33,-34,64,-44.438
33,-32,64,-19.63
33,-30,64,-22.542
33,-28,64,-36.326
33,-26,64,-25.22
33,-24,64,-24.833
33,-22,64,-37.592
33,-20,64,-26.659
33,-18,64,-28.52
33,-16,64,-58.649
33,-14,64,-17.661
33,-12,64,-24.959
33,-10,64,-17.877
33,-8,64,-28.032
33,-6,64,-17.759
33,-4,64,-7.1066
33,-2,64,-3.0936
33,0,64,2.0374
33,2,64,1.7774
33,4,64,-14.02
33,6,64,-17.135
33,8,64,-17.297
33,10,64,-21.647
33,12,64,-21.866
33,14,64,-14.992
33,16,64,-24.852
33,18,64,-21.209
33,20,64,-26.134
33,22,64,-18.585
33,24,64,-16.423
33,26,64,-18.218
33,28,64,-27.014
33,30,64,-20.139
33,32,64,-34.216
33,34,64,-24.388
33,36,64,-26.902
33,38,64,-19.331
33,40,64,-27.2
33,42,64,-20.839
33,44,64,-21.354
33,46,64,-23.988
33,48,64,-20.528
33,50,64,-26.361
33,52,64,-26.945
33,54,64,-24.831
33,56,64,-30.487
33,58,64,-17.133
33,60,64,-20.983
33,62,64,-28.923
33,64,64,-19.554
33,66,64,-19.392
33,68,64,-23.275
33,70,64,-23.623
33,72,64,-24.195
33,74,64,-24.242
33,76,64,-22.258
33,78,64,-20.068
33,80,64,-26.383
33,82,64,-21.643
33,84,64,-33.511
33,86,64,-22.862
33,88,64,-27.178
